Name	WT_1_log2.cpm.	WT_2_log2.cpm.	DKO_1_log2.cpm.	DKO_2_log2.cpm.
Btnl6	13.19573678	12.64942587	1.344434994	2.928171392
Cfp	713.6139462	660.3101443	328.1018686	280.1391875
Dnase2a	108.6090114	102.7503858	52.34573175	53.11325348
Ndnf	2.651851521	1.195819797	17.10089586	28.58130728
Itsn1	20.29426239	16.76057803	5.79175269	6.844760205
Slc15a2	19.46755774	17.557311	7.205007839	5.823958196
Mitf	6.096579321	7.433285394	1.068065408	1.909242028
Arrb2	61.43547271	50.84380161	21.61558535	24.7438828
Iigp1	28.30529393	34.13074499	69.5028388	82.48157635
Lima1	7.748945514	5.08060393	1.413233644	1.481439798
Lap3	108.0833136	103.6086037	52.74637344	54.00421095
Trio	19.56224444	21.40684088	45.2234766	44.1395495
Itga9	54.94818793	56.2585319	2.37841423	6.088133523
Mpp6	54.98628832	63.51387998	26.72281342	26.74134269
Mcfd2	78.73864606	80.11497335	35.50622311	39.7807894
Hist1h2bc	8.74828366	6.471050787	1.723092319	2.237674202
Tns3	79.1216167	79.7271946	31.75693999	38.77352513
Slc7a7	64.2221919	66.53308385	27.24651865	31.8671921
Gas6	9.50706484	8.230613663	0.688725023	1.777685362
Trf	131.4162619	124.9320654	4.481556857	11.41611605
Arhgap39	10.92074974	11.28238368	2.653690281	3.980638887
Hs6st1	78.8478767	80.28174109	31.95566932	39.34204375
Lilra5	13.36140671	12.25246398	0.516557194	1.678299274
Sirpb1b	9.883349097	9.828695844	0.240648611	1.053361036
Etv5	32.76310081	33.61422541	13.48234927	15.53015152
Itfg3	55.67663057	57.04387174	13.14097121	20.99538007
Skp2	13.36140671	17.63048185	5.377739977	5.00024921
Fyn	49.59077958	49.24823105	24.06726002	24.08394796
Agap1	29.44600482	24.06726002	0.89564567	2.698205069
Chst7	10.3316588	8	23.24744079	25.4219008
Cd200r1	11.32940351	11.9174197	1.344434994	2.928171392
Usp12	115.8408272	128.4443838	61.26537332	63.77857682
Serpina3f	23.42537114	27.60772303	56.88593159	76.6386371
Smad1	10.29591398	10.55606329	4.103912581	3.157975547
Treml4	214.8223071	204.3643869	4.585248743	13.05924874
8430419L09Rik	27.28431654	29.04061297	12.8973253	12.04197398
Plcl1	8.681834975	8.497273492	3.171136546	3.190980959
Sirpb1a	17.29160643	17.29160643	0.827023368	2.435132037
Ighv9-1	19.08014196	11.41611605	53.5940152	64.57930457
Lpar5	12.29500145	14.47007004	3.896017074	5.13370359
Stard5	72.95828945	77.7084726	36.40336729	38.66617099
Hsd17b12	120.0091003	120.5928031	65.52620163	61.13810793
Pla2g7	160.5634822	169.836178	28.16828843	49.62516521
Rnf150	9.337264815	6.969233537	1.413233644	2.401606855
Fcgr4	84.97697014	96.40258986	11.96708607	22.73747269
Vat1	60.88436969	62.16367971	31.40669004	29.77438905
Alpl	20.5633014	28.09029752	8.479622267	8.913549207
Igha	4457.441041	2224.090842	483.3753186	540.0690263
Lag3	55.10074805	73.21158229	25.7232317	27.47409397
Rsad2	12.26095968	11.58350538	2.067661472	3.815838202
Abhd12	156.7150582	149.396237	71.30839365	81.8550772
Fam105a	56.53216329	53.03967389	23.31198582	27.7035701
Aox4	3.06523992	2.291035796	14.21162873	8.718016898
Rab20	20.04263102	28.82003136	6.792769972	8.556376703
Osbpl1a	5.509800186	5.876674533	2.033549347	1.842928372
Dip2c	10.81528666	13.11367372	4.585248743	4.278188352
Kcnk6	21.21481216	23.19914933	9.965899325	8.815240927
Aplp2	133.3431589	129.1586091	60.46381062	71.75462899
Il6ra	27.49314416	30.67518203	11.96708607	13.68952041
Ifih1	26.20917433	30.23190531	10.34599146	12.82600527
Serpinb6b	43.74359846	44.75571465	22.627417	22.00866909
Havcr1	63.03145235	51.80430186	121.0114709	112.3611901
Megf9	18.43020228	15.67072476	6.377539812	7.205007839
Ccdc88b	39.64315833	32.49171523	15.69246406	16.5527613
Nlrc3	7.37171349	7.37171349	17.52083953	16.67945217
Fam26f	25.97406659	19.58938228	8.586082291	8.913549207
Nagk	35.55547932	27.60772303	12.79049329	13.51978215
Wwp1	23.76884673	21.11212657	10.07005739	9.63977852
Lgals3bp	215.4187475	241.3528412	82.59599939	111.7398517
Fez2	22.42443919	19.75300171	7.652865265	9.441394747
Galnt7	22.7059737	22.6117383	9.170497486	10.68859263
Hpcal1	40.44809915	37.53071838	17.33961547	20.00099684
Ifitm2	20.98083223	25.1240998	1.8263965	4.475348404
Megf8	7.438439541	8.864258783	2.930201749	3.125311521
Hes1	24.65827547	27.91560658	12.44936282	11.21999401
Akr1b10	30.33686288	28.14877043	12.65819682	14.48010341
P4ha1	43.23117071	51.41081579	19.4810563	23.52299738
Scamp1	9.126109727	9.559929639	1.068065408	2.533268507
Syt15	5.098242509	5.544279543	1.860899315	0.954621014
Pard3b	2.4794154	1.759298152	7.032316487	12.4321163
Atp13a2	243.8753275	205.2160843	106.521438	117.6208491
Lrp8	5.925759192	5.112397453	2.033549347	1.218410264
Nucb2	40.98431556	35.60480386	13.10458717	18.08848907
Ighv1-72	71.40731663	58.28286935	133.0661677	123.0413988
Ms4a6d	8.473746677	8.362880802	1.48246701	2.895876345
Lpin1	22.1157153	24.43707997	9.343739157	11.11934576
Igkv4-68	79.61674581	55.10074805	178.0328924	248.1381931
Pvrl4	10.74802741	10.09101927	2.758721844	4.245692836
Plekhg3	10.54143961	10.42517719	3.3449856	4.540968409
Igkv14-126	50.94963832	62.5960623	166.5717575	291.0251451
Cd82	563.7844982	507.7589661	252.1258094	289.0148876
Gna12	15.63817226	13.44502004	6.241963841	4.607550569
Birc2	62.37949638	50.91433496	107.0395392	118.1929358
Ifngr1	188.0535851	213.0428761	102.5369443	108.7596799
Laptm4a	333.3745125	340.1435684	159.4543892	187.0136805
Slc25a19	142.715676	140.6533398	352.6272119	264.2940251
1700025G04Rik	5.374013703	5.180171995	1.723092319	0.757333158
Tgfbr1	94.35322991	108.8350925	51.66086877	55.86992583
Ighg1	100.8452974	81.79835924	1115.906163	492.5068568
Mllt4	11.36873635	9.727034265	3.103723417	4.377174805
Igkv6-20	65.11870029	40.00199368	162.5793258	154.0227873
Scarb2	81.96863113	89.82219047	42.6359944	48.13452004
Tenm4	13.1592011	10.38910882	3.033535091	4.572553342
Slc45a4	42.40022455	36.05181531	19.82157916	18.77837085
Lamp1	605.9269231	596.3435963	301.4970341	335.2282683
Nostrin	5.303703041	6.570485606	13.68952041	15.16843144
Gatsl3	12.05867928	12.57947667	28.42325747	24.40322645
S100a4	6.062866266	8.230613663	2.482854983	2.46741434
Igkv13-84	78.30323463	91.64599944	189.6242941	291.4288714
Ighv1-7	44.84887837	80.33740744	13.8613897	17.00633079
Myo10	35.65419683	31.47206637	11.96708607	16.34752132
Dnase1l3	98.7699312	104.1847277	37.68712927	52.92949558
Lyz2	174.7319959	329.6976972	49.04383873	32.60451829
Il12a	3.202059243	1.958840595	8.51496146	7.531827716
Gna15	12.15939885	12.08378068	4.75682846	5.660776641
Dhrs1	72.60515104	82.08234258	42.57692931	40.42007238
Slc29a1	84.85924866	80.11497335	40.61666835	27.53128418
Hspg2	5.234312286	3.08656035	13.547925	12.46663327
Fas	49.7284652	48.00124766	83.34362813	93.18333114
Actn1	146.5246926	148.4671558	7.032316487	18.75235654
Ubtd1	15.77972327	13.3799424	6.241963841	6.547753453
Cd300e	61.0957449	58.20212812	1.102669163	4.112455307
C920025E04Rik	14.33033072	11.55143356	26.7598848	29.1818613
Gclm	14.15264697	13.31517976	6.552293583	5.72390608
Maged1	43.74359846	42.19499566	23.49041018	22.95919255
Myo3b	2.651851521	2.223758315	7.100890698	5.856342784
Tlr4	59.09646789	65.93625303	20.792625	30.56905396
1190002N15Rik	26.59346757	30.14820076	7.759695283	12.3376866
H2-T24	13.36140671	14.96997597	27.41702255	30.33686288
Ppap2a	28.20736505	25.56326133	12.99603834	9.208715931
Klk1	6.198847448	5.411392924	0.757858283	1.842928372
Nlrc5	50.3877105	56.45384737	93.96164071	96.00249531
Itga2	13.22320509	8.963113714	4.067098693	3.71921977
Bcl9	42.78401585	40.72943793	77.49331737	72.50456866
Tmem176a	11.88442337	17.86420739	38.08101428	35.92708551
Serpina3g	288.0149721	287.6159752	511.290709	516.6344365
Osm	6.096579321	7.336032346	15.51939057	14.64158669
9330175E14Rik	6.821079134	6.806909836	15.48715243	14.01597304
Tpp1	169.6008982	169.2485895	95.27329633	98.08767745
Gnptg	28.8400148	24.79538979	13.24154906	12.9331339
Stard8	5.613886904	5.377739977	2.171963713	2.237674202
Camkk1	7.095970441	9.195958784	21.93252488	17.80240193
Slc2a6	23.07086194	24.00062383	48.6713201	41.70070878
Pde2a	21.11212657	20.37883961	4.275223965	7.895332367
Paqr4	5.098242509	5.909352254	2.171963713	2.139094176
Csf2ra	21.21481216	16.16722314	7.966798025	8.027773988
Kynu	46.43047065	43.02191981	76.47943711	91.3922547
Mcoln2	22.65880701	24.82978734	6.413002635	10.43240588
Adrb2	18.84356463	24.50492795	9.727034265	9.408730002
Nfix	5.44148341	5.445256466	2.37841423	1.909242028
Slc46a1	5.958709852	5.411392924	2.482854983	1.909242028
Rnase4	6.783359717	5.212588597	0.999307093	2.073402202
Dusp10	49.11187507	48.1011673	108.3083004	83.05528108
Gpm6b	7.06162397	10.02131551	3.3449856	2.63170905
Igkv16-104	96.60326199	131.5985698	234.9158099	240.3511673
Cd36	157.5864849	175.3386214	33.61422541	60.71579617
Lmo7	13.98685793	12.38051995	25.24629891	27.83831529
Tmem231	13.84218705	11.45574993	26.24553316	25.65201054
Gramd2	2.134650676	3.61751751	8.586082291	8.357086103
Nedd4	61.77708959	59.87990386	35.16333496	32.96812652
Gstm1	26.42808528	22.73747269	6.033520307	10.26740718
Fscn1	32	35.09029083	79.39630705	59.92142384
Gpr65	110.1251367	145.4117459	65.52620163	64.75860487
Marveld1	17.56948502	16.13363928	7.928236506	5.362850366
Nlrp3	8.851978825	8.462007709	0.137166492	0.888842681
Cttn	9.195958784	9.195958784	3.655325801	4.407620464
Cat	228.6504582	217.2180228	118.0291991	132.9739652
Dennd2d	21.60060776	18.51984347	6.652976787	9.573191706
Gm2619	3.202059243	2.987626914	6.863764243	9.869657358
H2-Q7	497.6542658	491.1432291	839.2751182	1030.408011
Fth1	2255.137993	1979.609287	1034.702281	1207.66115
Mcoln3	5.130146411	5.377739977	0.309712174	1.218410264
Rcbtb2	42.40022455	43.56205173	22.34685652	24.96785537
Abcb1a	7.130483967	6.570485606	0.654289036	1.909242028
Adam23	17.70395765	20.2521055	2	0.461371246
Tlr12	26.08231464	29.87775824	50.28304107	51.0203185
Igkv6-17	112.2055323	123.7255804	198.776032	245.4014563
Ifi30	581.6469836	616.0911493	1063.054613	1027.55507
Zbtb32	39.26031927	43.08160222	72.60515104	101.2655746
Il6st	33.26654193	41.61408469	15.13692235	19.50808151
Fgl2	11.85151838	14.1428405	24.62411552	30.50555345
Impdh1	23.0389011	25.88420315	12.96904192	12.04197398
Pik3cb	16.84209848	19.21285484	5.621674801	8.556376703
Entpd1	140.6533398	134.9237022	58.64759326	80.05946113
Galnt6	39.8635973	35.678919	21.48116004	17.90139362
4632428N05Rik	65.61710322	63.20645513	25.65201054	35.92708551
Daglb	50.87905606	48.13452004	24.10064747	29.12124237
Rap2b	30.31584226	29.93995193	14.6213032	17.07720541
Glipr2	35.16333496	35.2121155	59.75551647	61.35036406
Arhgap18	14.40003088	15.63817226	4.75682846	7.240051703
Mical3_1	9.056791217	8.730111016	19.27955704	16.74896451
Fam149a	8.027773988	7.835362381	2.171963713	3.620025852
Ighv9-2	11.71268557	6.840017423	30.42109124	24.64118958
Il13ra1	19.18623862	24.03391883	5.551970876	9.311412275
Ifnlr1	5.958709852	6.538682628	1.723092319	2.830388321
Abca3	52.78294711	51.23294788	107.1137591	84.2146896
Gm4951	5.715976559	5.144389934	2.344044567	2.370185542
Igkv11-125	8.094825608	6.041890342	15.51939057	15.46569755
Plekhm2	47.20932663	37.8179695	23.13491671	18.35371239
Tmed8	85.09485492	110.2014961	196.3113804	176.191437
Ube2e3	37.03968694	40.61666835	16.38155041	22.00866909
H2-M3	100.9851956	101.4060558	56.57136199	64.0443768
Dock10	164.7346237	170.6622307	341.0879552	273.2352865
Sypl	177.539964	182.9112499	361.5371275	292.6434139
Camta1	10.12605275	8.963113714	18.31558657	18.922096
Sox5	9.164143184	9.526854795	20.0982781	35.55547932
Ifnar2	41.1266028	43.35119928	24.16756137	24.82978734
Golm1	24.52191936	25.7232317	11.13477113	14.08414422
Pik3c2b	71.25898357	75.06143675	118.2748893	118.3568996
Lipc	51.05569535	41.64293937	80.78413006	107.7093737
RP23-458B6.6	7.095970441	10.58537152	3.620025852	3.190980959
Atp6v0c	244.5524317	233.4548904	137.3773167	147.6461574
Ap2a2	73.05950126	78.95725887	45.75951956	45.16082699
Ppap2b	49.59077958	48.13452004	8.479622267	17.33961547
Atox1	102.1821935	93.11876375	61.22292212	54.98628832
Fabp4	5.819922735	6.075486759	1.89605393	0.658839976
Tmem123	887.744065	824.2853249	1473.467986	1435.164108
Fam49a	111.3532611	118.767805	54.15415018	70.91407026
Ethe1	30.48441594	27.7227794	16.24585761	15.88947993
Itgam	122.2762159	146.4231646	245.2314159	227.8593877
Sfn	41.78751319	54.34215977	23.96737495	25.99207668
Clec7a_1	16.25712229	20.70633047	4.931409302	8.224910613
Trp73	3.615010907	5.144389934	9.51365692	12.30352665
Ksr1	13.36140671	12.21853998	23.34432551	23.95076779
Flt3	11.9174197	10.62212127	20.30833418	23.71947216
Mfsd11	30.71773635	30.56905396	17.24373032	17.63048185
Ctnna1	31.8671921	35.9519969	19.65739169	18.18907157
Map7d1	81.68504121	63.7343842	40.95591724	36.17697815
Spred1	29.44600482	37.8179695	17.90139362	13.58553994
BC064078	21.97817973	21.11212657	35.4079153	40.02973056
Gnb4	11.95050766	13.01406717	21.99341913	28.76016405
Sbno2	61.13810793	66.99585805	111.2761037	100.4963992
Gas7	3.271608234	3.685856745	7.584215721	7.105814367
Bcl3	45.44343547	53.89202903	96.87147475	81.06459224
Dpp7	27.55037403	25.33394771	14.89751712	14.34026719
Kcnk5	46.78583835	55.29204399	24.38631729	30.10643544
Klhl9	62.63946563	72.10363062	29.38483719	39.47862943
Csf1	11.60761766	16.30225915	27.79974992	30.50555345
Timd2	20.39297004	19.38676257	35.97692556	33.05966041
Rab11fip5	5.613886904	5.708058023	1.723092319	2.764464413
Gabarapl1	33.26654193	35.65419683	17.61826557	20.76382027
Tnfrsf1b	139.8755506	156.4979555	73.92549021	92.34743596
Reep5	304.8593534	273.6143338	163.3700824	179.2712091
Hmgn3	42.99210962	41.01273357	73.26234628	66.81036335
Rras2	102.040637	110.5074635	172.5654697	174.6109229
Aldoc	12.60566218	12.21853998	24.35253409	21.54080111
Ighv5-9	13.77518701	20.67764529	5.415145116	7.568461174
Nfil3	3.650261954	6.008479708	23.34432551	13.22320509
Socs1	7.300523908	8.864258783	26.17286587	16.18965122
Cept1	101.5467319	91.26564591	56.57136199	61.13810793
Hipk2	17.29160643	19.52160816	42.90280293	31.27634453
Prr5l	2.100889088	3.054634996	6.105036836	5.954581021
Asph	15.49789103	15.36951782	2	5.00024921
Apobec2	5.819922735	5.844177514	3.000077979	2.303775285
Tlr3	26.8341819	27.11463792	7.376824943	13.03212101
Tspan3	58.20212812	50.17858906	30.71773635	32.62712586
Serpinb9	50.45761114	47.53769346	30.42109124	28.58130728
Rec8	4.786595853	3.420008712	8.586082291	9.740528149
Hsd17b4	88.03467636	84.03975203	55.67663057	51.94813318
Ppt1	185.8506598	200.7143562	104.2569681	123.7255804
Ncoa4	24.1508155	24.8642326	14.27085631	13.42639419
Slc15a3	88.83153402	76.85141936	50.3877105	50.28304107
Mid1	8.264915101	8.196454584	2.653690281	4.210524619
Sdf2l1	105.4196502	96.87147475	65.75369212	60.3382103
Cd63	6.680703355	9.259921736	3.758090997	2.797232165
Nrp2	36.50443891	28.34456061	66.39487594	110.0488302
Tagap	11.22777381	13.74657208	25.61647394	22.14639546
Fgd2	89.26359465	87.30546143	134.0846243	150.6440624
Bcl2a1a	13.05019989	14.60104782	5.860403498	7.631676404
Crim1	10.60740608	12.7109504	1.137605228	3.289800275
Rab6b	6.475537732	5.80783312	1.93053405	3.09298535
Rasgrp3	163.0307168	177.539964	275.5174719	273.8040545
Arrdc3	62.33627319	51.58930122	20.96629446	31.31973281
Pirb	101.9699323	105.8589912	50.10907496	66.71780869
Dynlt1b	5.991843738	5.377739977	10.79282027	10.92074974
Slamf1	38.37247724	30.67518203	76.16202856	58.04098105
Slc30a4	20.01486528	21.61558535	64.75860487	38.55911408
Calcrl	19.05370959	21.34757071	4.89734557	9.247093652
Cd81	390.1810766	399.2088794	194.5503816	251.776531
Sesn1	109.4402788	104.1125374	70.86493341	65.52620163
Zbp1	44.47738303	52.85617056	79.8377966	80.5046382
Tmem106a	76.21483836	67.83697814	45.98208565	38.34588868
Decr2	19.80784465	17.86420739	10.41073484	10.43240588
Rps6kc1	25.35151395	21.87179923	11.13477113	13.75610378
C3	33.98909397	52.16462927	9.311412275	3.552907183
Ciita	115.8408272	104.618922	181.019336	171.6112117
Adcy3	44.32350298	32.9909862	21.51095991	16.64480426
Pdxk	50.56264396	45.16082699	30.06472797	28.12926595
Csf2rb2	9.094535786	11.98368748	29.54823394	19.64377094
Zfp467	5.888907449	5.80783312	2.96493402	2.895876345
Ighv10-1	30.06472797	36.80934059	19.95944915	16.5527613
Pla2g2d	70.91407026	93.37730203	8.932103696	2.303775285
Prosc	71.70490971	64.84844161	38.37247724	44.20078234
Pgap1	63.60198997	75.4788219	29.30347797	41.44137596
Esr1	5.303703041	5.942211683	1.654046737	2.86195304
Ikzf3	421.6786008	374.2867068	620.8065634	681.230869
Hopx	9.713559075	9.461048002	5.344296314	4.836622703
Ermp1	131.9639448	132.5139103	82.2532056	88.58558183
Plod3	26.08231464	30.14820076	15.82353466	16.61022833
Grn	626.8602329	619.5169737	359.5378882	409.8635831
Pkib	29.83636757	26.7598848	50.66789542	44.07840148
Pdia6	451.9439341	485.0534761	299.6220522	290.6219781
Gvin1	3.305801273	3.950403446	7.100890698	7.270224932
Sdcbp	367.3470809	398.6558418	245.5716145	235.4048118
Herc3	87.48719692	64.08878437	138.5247545	131.8725061
Tspan13	293.4559195	302.3341213	168.1960483	197.2662037
Asah2	7.40756818	9.39569577	4.41373496	3.422380103
Emr1	713.1194781	716.0914344	216.3165144	367.6017947
Cndp2	162.6920562	146.931509	101.9699323	91.3922547
Cpne5	4.030615042	4.714157631	8.173760662	8.74828366
Rnps1	50.21338227	51.23294788	18.54553523	29.24260641
Zfp36l2	89.13993476	123.2975224	41.38396582	57.36106877
Gm16710	18.70043598	14.83568874	31.88928841	53.70557677
Csrp1	152.8528879	157.8050977	102.8929268	97.00586026
Abr	73.72080911	72.80673458	42.07816833	48.94196089
Arl6ip1	493.8742705	492.5068568	313.8649242	316.7059145
Grap2	70.18058167	74.54294953	105.6390923	123.7255804
E2f2	129.1586091	157.9145177	289.8173189	227.0710541
Rnaset2b	5.856342784	5.045509635	2.826467288	2.46741434
Eps8l1	4.856779538	5.377739977	9.000467878	11.08855909
9-Sep	187.9232814	190.019017	114.4045008	126.676052
Mapk14	162.4666734	161.9045814	98.5647583	108.9105574
Gpr157	8.230613663	7.868016592	15.38017485	13.75610378
Slc22a15	3.925836255	6.703897077	12.24397416	18.71340262
Tex2	13.43570389	15.53015152	7.621103984	8.156781464
Rbpms	6.475537732	6.538682628	1.688801775	3.258030252
C2cd2	15.57326999	15.23164654	6.652976787	9.044244537
Syt11	51.05569535	46.46266496	73.05950126	94.81214707
Rhbdf1	12.81711804	10.1894198	21.58564055	20.49215778
Dclk2	5.544279543	7.37171349	12.17626705	13.28752039
Itm2b	1671.583839	1650.857639	760.6030954	1057.1761
Fry	17.70395765	18.88278949	30.93139511	29.40521227
Ppil1	57.84017451	61.64876122	38.69298163	29.12124237
Psap	4935.566602	5000.996916	2553.039246	3258.517437
Ighv1-61	17.1483754	10.85283462	29.24260641	42.4590445
Neu1	73.87426672	72.2036568	38.45235358	48.6713201
Il2ra	2.754900093	3.420008712	5.759725274	7.240051703
Agpat9	8.196454584	8.963113714	4.620343138	4.607550569
Sec14l1	58.24248474	61.47807129	39.28754189	36.80934059
Ndrg1	2.720741705	3.21986455	9.031715238	5.559672879
St3gal4	5.684368173	7.003130638	3.3449856	2.139094176
Lfng	67.78997342	63.20645513	43.23117071	34.34432916
Prdx1	611.4115518	629.036534	414.7217785	368.8780157
Arid5a	75.4265221	80.22611331	144.4073136	113.2996819
Heatr5a	26.96469854	32.42422081	16.2121104	18.06343048
Scn4a	23.31198582	18.75235654	40.58852478	33.8245773
Etfb	104.1125374	98.63310187	68.68865833	65.43542596
Igkv8-21	38.13384239	43.68299897	204.2227814	96.93864422
Stoml1	63.20645513	63.7343842	91.32892837	111.8948634
Rtp4	16.18965122	18.12614216	3.931282394	7.961277775
Rap2a	6.439729101	8.760419766	3.688412472	3.652793
Map3k9	19.22617679	21.48116004	31.73493538	35.65419683
Pim2	44.44656434	45.66446418	68.16692502	70.37543356
Alox5ap	17.8394595	21.87179923	10.99670956	11.15021791
